"ts_code","name","year","revenue","net_profit","oper_cost","biz_tax_surchg","sell_exp","admin_exp","rd_exp","fin_exp","equity_begin","equity_end","assets_begin","assets_end","avg_equity","avg_assets","core_profit","roe","net_margin","asset_turnover","equity_multiplier","operating_roe","other_contribution","operating_contribution_ratio","anomaly"
"002304","洋河股份","2015","1605244.409928","536518.553499","611506.909767","22939.419611","188240.679681","144787.827872","0.0","-19635.914105","1972473.4071540001","2293709.637895","2875772.321355","3386032.096706","2133091.5225245003","3130902.2090305","657405.487102","25.152158162629313","33.42285761475191","51.27098525460085","1.4677767812442932","30.819375547654175","-5.667217385024863","122.53173404994378",""
"002304","洋河股份","2016","1718310.9620080001","582716.887088","620297.882859","30956.739964","186900.182153","158243.525145","0.0","-894.721214","2293709.637895","2605277.107","3386032.096706","3880406.2249629996","2449493.3724475","3633219.1608345","722807.3531010002","23.789282046750646","33.912190515681935","47.29444842004323","1.4832533134001655","29.508442898083086","-5.71916085133244","124.04091405572122",""
"002304","洋河股份","2017","1991794.223816","662716.995916","668114.8562159999","115186.98313","238744.710705","153214.810693","0.0","-3391.233147","2605277.107","2951504.028572","3880406.2249629996","4325814.070238","2778390.567786","4103110.1476005","819924.0962190002","23.85254987545165","33.2723625760058","48.54352313648713","1.4767938659070965","29.51075726089757","-5.65820738544592","123.72160383267527",""
"002304","洋河股份","2018","2415980.199468","811518.979469","635324.219827","376992.997408","256140.16282199998","170426.510261","2756.5217629999997","-6513.863676","2951504.028572","3364453.026623","4325814.070238","4956376.781622","3157978.5275975","4641095.42593","980853.6510630001","25.697419167899803","33.58963701969481","52.056249177076054","1.4696412231342224","31.05954149122115","-5.362122323321348","120.86638462908172",""
"002304","洋河股份","2019","2312647.688507","738282.272687","662636.225124","320147.982609","269171.117059","185649.1727","15996.559388","-7842.655140999999","3364453.026623","3650883.549147","4956376.781622","5345503.784098","3507668.287885","5150940.282860001","866889.286768","21.0476650610585","31.923681084498455","44.89758299474846","1.4684798732681292","24.714118201031592","-3.6664531399730933","117.4197619039302",""
"002304","洋河股份","2020","2110105.113179","748222.863363","585190.459671","341564.576903","260380.41577800002","172908.020193","26009.429103","-8723.476439","3650883.549147","3848458.398354","5345503.784098","5386625.930659","3749670.9737505005","5366064.8573785005","732775.6879700001","19.95436049191835","35.45903276049397","39.32313844991162","1.431076191736164","19.542399669191834","0.4119608227265168","97.93548471326173",""
"002304","洋河股份","2021","2535017.820445","750768.2797399999","625539.75641","414798.212812","354436.488954","183008.013918","25845.810263","-39914.550996","3848458.398354","4248620.978959","5386625.930659","6779870.419376","4048539.6886565","6083248.1750175","971304.0890839999","18.544174874796422","29.615897516973245","41.672109167857634","1.502578372162683","23.99146763474919","-5.4472927599527665","129.37468394647334",""
"002304","洋河股份","2022","3010489.61867","937783.242908","764553.326472","438831.24048800004","417914.080785","193567.329575","25357.497638999997","-63647.010591","4248620.978959","4747494.697468","6779870.419376","6796424.713443","4498057.8382135","6788147.5664095","1233913.1543019998","20.84862570999","31.150522396496484","44.34920704386452","1.5091285640527823","27.432131792953445","-6.583506082963446","131.57765012688026",""
"002304","洋河股份","2023","3312627.755151","1001593.004027","820024.525542","526924.559235","538695.370062","176442.31490599999","28475.388132999997","-75452.556863","4747494.697468","5193851.534519999","6796424.713443","6979228.745591001","4970673.115994","6887826.729517","1297518.154136","20.150047702879544","30.23560381843581","48.09394726721434","1.385692957228313","26.103469768732346","-5.953422065852802","129.54544899167672",""
"002304","洋河股份","2024","2887629.699356","667338.860212","775121.835666","482608.69526400004","551623.854479","192473.03023499998","10479.640726","-61088.999414","5193851.534519999","5158824.312865","6979228.745591001","6734526.521962","5176337.9236925","6856877.6337765","936411.6424","12.892103839618704","23.11026446226225","42.11289530867137","1.3246580371795356","18.090233987892702","-5.198130148273998","140.320262797602",""
"600519","贵州茅台","2014","3157392.853094","1534980.4322270001","233855.05323299998","278899.44360500004","167473.345106","337849.95445900003","0.0","-12316.879384","4262221.648781","5343040.244608999","5545415.067705001","6587316.522462999","4802630.946695","6066365.795084","2151631.936075","31.961240604658975","48.61544013196959","52.04751839482967","1.2631338660861828","44.80110922442785","-12.839868619768872","140.17324852495622",""
"600519","贵州茅台","2015","3265958.372528","1550309.027638","253833.744906","344917.06374","148496.151921","381285.207619","0.0","-6726.6800969999995","5343040.244608999","6392597.8438989995","6587316.522462999","8630146.342277","5867819.044253999","7608731.43237","2144152.884439","26.420532329743946","47.468732016874746","42.92382247365913","1.2966881519328328","36.540882877747215","-10.12035054800327","138.30486994620426",""
"600519","贵州茅台","2016","3886218.9993839995","1671836.273416","341010.408597","650892.634326","168105.20229000002","418718.984042","0.0","-3317.518852","6392597.8438989995","7289413.778325","8630146.342277","11293453.828041","6841005.811112","9961800.085159","2310809.2889809995","24.438457144713993","43.01961041518764","39.01121249334901","1.4561893908901267","33.77879441686045","-9.340337272146456","138.2198320329185",""
"600519","贵州茅台","2017","5821786.131417","2707936.025574","594043.637197","840421.447069","298606.85449899995","472054.28201400005","0.0","-5572.234619","7289413.778325","9145152.282896","11293453.828041","13461011.687508","8217283.030610501","12377232.7577745","3622232.145257","32.954153039229254","46.51383552138318","47.03624990618494","1.5062439387407758","44.080654539507655","-11.126501500278401","133.76357901546794",""
"600519","贵州茅台","2018","7363887.238803","3520362.526322","652292.183377","1128892.6846969998","257207.687216","532594.076224","2195.360593","-352.120923","9145152.282896","11283856.433205001","13461011.687508","15984667.473601","10214504.358050501","14722839.580554502","4791057.367618999","34.464349937326595","47.80576361587844","50.01675932494033","1.4413660285876508","46.90445272406151","-12.440102786734911","136.09556776598785",""
"600519","贵州茅台","2019","8542957.346725","4120647.101443","743001.394512","1273329.2400790001","327899.09822600003","616798.284422","4868.884105","745.801566","11283856.433205001","13601034.987511","15984667.473601","18304237.20425","12442445.710358","17144452.3389255","5576314.643815","33.11766189192751","48.2344337470288","49.82928108662126","1.3779005139361955","44.81686939709022","-11.699207505162711","135.32618801212658",""
"600519","贵州茅台","2020","9491538.091672","4669728.542981","815400.147628","1388651.7290780002","254774.56509499997","678984.428939","5039.8036329999995","-23461.058244","13601034.987511","16132273.508756","18304237.20425","21339581.052745998","14866654.2481335","19821909.128498","6372148.475543001","31.41075634800131","49.19886005702575","47.88407630234767","1.3333133869704832","42.86202106531818","-11.451264717316871","136.45650741563733",""
"600519","贵州茅台","2021","10619015.484376","5246014.437816001","898337.7809959999","1530446.9070030001","273736.943478","845027.406503","6192.3213590000005","-93452.340602","16132273.508756","18953936.879729003","21339581.052745998","25516819.51599","17543105.1942425","23428200.284368","7158726.465639","29.903568266453185","49.40207918082972","45.32578412120425","1.335464846443316","40.80649569375229","-10.902927427299105","136.46028905363235",""
"600519","贵州茅台","2022","12409984.377199","6271644.373826999","1009346.861663","1849581.853422","329772.419094","901219.1073629999","13518.56804","-139180.582672","18953936.879729003","19750667.2396","25516819.51599","25436480.499525","19352302.059664503","25476650.0077575","8445726.150289","32.40774329839975","50.537085166279184","48.71120957198151","1.3164661201138348","43.64197150421813","-11.234228205818376","134.66525917086335",""
"600519","贵州茅台","2023","14769360.499414","7473407.155075","1186727.385178","2223417.5898599997","464861.35858199996","972938.925231","15737.187301","-178950.37014800002","19750667.2396","21566857.160742998","25436480.499525","27269966.009225","20658762.2001715","26353223.254375","10084628.42341","36.17548371321569","50.60074981155426","56.04384843877526","1.2756438647692177","48.81525972222229","-12.639776009006596","134.94017138570842",""
"600519","贵州茅台","2024","17089915.227633998","8622814.642161999","1378948.236798","2692616.147499","563930.005949","931565.0060379999","21837.547287","-147021.986334","21566857.160742998","23310598.439947","27269966.009225","29894457.99187","22438727.800345","28582212.0005475","11648040.270396996","38.42826883451664","50.455572934727655","59.792136547397526","1.2737893277580576","51.91043081425456","-13.482161979737917","135.08396914208143",""
"600702","舍得酒业","2014","144498.326178","1338.935311","71297.45155299999","16463.347515999998","35228.64611","16784.719399","0.0","3274.5410859999997","223880.732308","224545.067619","340789.580843","367883.59101599996","224212.89996350004","354336.5859295","1449.620514","0.5971713987990732","0.9266095645638378","40.7799623058822","1.580357713526666","0.6465375160108924","-0.04936611721181916","108.26665799988004",""
"600702","舍得酒业","2015","115613.50594300001","712.812267","57301.585121000004","12985.270451","23845.891557","16715.626366999997","0.0","3531.023875","224545.067619","224583.279886","367883.59101599996","376132.046359","224564.1737525","372007.8186875","1234.1085720000058","0.317420296874966","0.6165475747716119","31.078246245173553","1.6565768816601296","0.5495571939984335","-0.23213689712346752","173.13234201116882",""
"600702","舍得酒业","2016","146158.25626","8019.895912000001","52386.638852","16558.018252","31806.111675","22100.290093","0.0","2096.539856","224583.279886","232532.175798","376132.046359","396509.733894","228557.72784200002","386320.89012650005","21210.657531999994","3.508914788277947","5.4871316319848935","37.833381521807105","1.6902552093690761","9.280218932987792","-5.771304144709845","264.47547156145674",""
"600702","舍得酒业","2017","163844.010781","14357.211922999999","41589.618823000004","22499.764553999998","47962.595757999996","29867.142621","0.0","34.505187","232532.175798","248396.174678","396509.733894","469894.226544","240464.17523800003","433201.98021899996","21890.383837999998","5.970624068549884","8.762732219849271","37.82162092107028","1.8015239891357506","9.103386737893052","-3.132762669343168","152.46960172630727",""
"600702","舍得酒业","2018","221229.985653","34177.755229","60560.978166999994","31859.471600999997","60997.08031799999","27088.230697000003","869.998855","1.70327","248396.174678","251603.50885","469894.226544","484235.885479","249999.84176400004","477065.05601149995","39852.52274500002","13.67111074464752","15.44897050375799","46.373127284272755","1.9082614318686233","15.941019187772454","-2.269908443124935","116.60368704140332",""
"600702","舍得酒业","2019","265012.282384","50791.034579","63060.345576","35185.193458999995","57397.073927","36156.111745","839.260468","1374.034518","251603.50885","303805.564648","484235.885479","577650.546006","277704.53674899996","530943.2157425","71000.26269100003","18.289594823906995","19.165539846717113","49.91348877363323","1.9118996828718966","25.566835717622","-7.277240893715003","139.78896724493129",""
"600702","舍得酒业","2020","270366.982221","58113.518917999994","65250.462182","38481.756623","53683.538726","33962.176145","2086.977963","706.388769","303805.564648","358017.825857","577650.546006","645396.3533930001","330911.6952525","611523.4496995001","76195.68181299997","17.561639480181217","21.4943105998415","44.21203836972354","1.8479958806922225","23.025986360155496","-5.464346879974279","131.1152434608451",""
"600702","舍得酒业","2021","496926.64561099996","124565.452113","110247.776057","73056.14558","87590.672061","60311.50419199999","3250.75565","-2004.177586","358017.825857","479412.22650299995","645396.3533930001","809343.72179","418715.02618000004","727370.0375915","164473.96965699995","29.749458300894837","25.06717102276526","68.31827267128648","1.7371481607130415","39.280646590957254","-9.531188290062417","132.03819106103094",""
"600702","舍得酒业","2022","605552.559868","168544.188591","134897.959661","90279.97539600001","101640.873779","58701.24277999999","7624.5773340000005","-4050.2412630000003","479412.22650299995","632945.5340359999","809343.72179","979774.820566","556178.8802695","894559.2711779999","216458.17218100003","30.303953380849496","27.833122962561617","67.69283818059127","1.6084020859341792","38.918804697530746","-8.61485131668125","128.42814337922454",""
