ts_code,name,year,industry_barrier,excess_gross_margin,anomaly,rd_intensity,core_profit_margin,rd_exp
600702,舍得酒业,2023,0.5891367593847063,-3.838889794,,1.5310715313042689,31.840110362342667,10841.45111
600702,舍得酒业,2024,0.199861072185434,-10.68551909,,1.7795558864836074,10.781856908285052,9533.203869
600779,水井坊,2013,-1.21027279,0,行业壁垒系数<=0（公司核心利润为负）,0,-58.38602555,0
600779,水井坊,2014,-1.517648402,0.4982530700038268,行业壁垒系数<=0（公司核心利润为负）,0,-67.28982995,0
600779,水井坊,2015,0.4540296179042685,5.467901268452721,,0,19.98649267939578,0
600779,水井坊,2016,0.6247923901868216,5.200198396769196,,0,26.89424191339283,0
600779,水井坊,2017,0.5726139655973197,6.168745508262049,,0,26.99523185428344,0
600779,水井坊,2018,0.5545881809355327,7.498071335683022,,0.08602519562157956,27.30213291455868,242.51041
600779,水井坊,2019,0.6154753724872111,6.6616270203154215,,0.06492220168870401,30.44032601133473,229.739862
600779,水井坊,2020,0.6238733840813014,8.961187812375286,,0.05963057260893319,32.04753443964916,179.23236599999998
600779,水井坊,2021,0.6941436584909855,9.159917782002779,,0.44219879542623947,35.902560848680096,2048.20364
600779,水井坊,2022,0.6325055572551748,7.3254400863932005,,0.7967226121529818,33.703892705278804,3722.875458
600779,水井坊,2023,0.6202025113223419,4.818291469015989,,0.7560780629924213,33.51907022085927,3745.004137
600779,水井坊,2024,0.6282453996468872,6.553472593210628,,0.7203437854226497,33.89180258172738,3757.863325
600809,山西汾酒,2013,0.5082376535681321,5.135551419711774,,0,24.5184200284971,0
600809,山西汾酒,2014,0.2924945097942274,-0.152964249,,0,12.968686154478332,0
600809,山西汾酒,2015,0.4273082252931033,-2.464131038,,0,18.810210567511792,0
600809,山西汾酒,2016,0.5044041430173841,-2.281585597,,0,21.712119509603543,0
600809,山西汾酒,2017,0.4804013060443949,-3.056962625,,0,22.647971266717075,0
600809,山西汾酒,2018,0.4738237372720755,-8.154362044,,0.12952573160473266,23.326134774911303,1215.202367
600809,山西汾酒,2019,0.4994732519510097,-4.282967386,,0.1873021646367543,24.70306579756153,2225.163453
600809,山西汾酒,2020,0.5951681746466633,-3.070791275,,0.11913282306299414,30.572986540304854,1666.644946
600809,山西汾酒,2021,0.6693311982795976,-0.441945023,,0.11514056637857506,34.61920854595734,2299.4706690000003
600809,山西汾酒,2022,0.7526386233276927,-1.808999489,,0.2212529395571804,40.10534155078013,5799.893741
600809,山西汾酒,2023,0.7946875708420971,-3.034282408,,0.2761874794704739,42.949178702786654,8818.247258
600809,山西汾酒,2024,0.833730377723323,0,,0.4104190260922413,44.97705098050832,14779.5964
603369,今世缘,2011,1.102830432683712,4.496559022674987,,0,31.50338334108472,0
603369,今世缘,2012,1.1696786437337863,5.007003059809705,,0,34.94986583528176,0
603369,今世缘,2013,0.7485656806695219,0.6487804060350868,,0,36.11233376496132,0
603369,今世缘,2014,0.7971118523241424,3.0050348985329407,,0,35.34252130092699,0
603369,今世缘,2015,0.7813642417109952,0.17231895765681315,,0,34.395841330754784,0
603369,今世缘,2016,0.8413869781485681,0,,0,36.21757449116807,0
603369,今世缘,2017,0.7893182774303206,-1.188002287,,0,37.2115092998613,0
603369,今世缘,2018,0.7377832238029159,-1.496667002,,0.38521982040496666,36.32074452870516,1439.195053
603369,今世缘,2019,0.6806290222649891,-3.415387649,,0.2919959127028742,33.66271057572297,1421.982303
603369,今世缘,2020,0.6248333996257298,-4.10937281,,0.435595707570581,32.096849143574175,2229.972716
603369,今世缘,2021,0.7495658088575559,-0.743429407,,0.47481138873685275,38.76911030362456,3041.406689
603369,今世缘,2022,0.740503311224844,-0.571922947,,0.47665082891419397,39.45869544250812,3758.212969
603369,今世缘,2023,0.7381770201517182,0,,0.42538923789255895,39.89504544432624,4295.573815
603369,今世缘,2024,0.7102058289637733,-1.458102495,,0.42255668570265176,38.31330203318825,4878.158906000001
603589,口子窖,2011,0.8898020174997726,-4.496559023,,0,25.41802730883228,0
603589,口子窖,2012,0.824417763067157,-5.00700306,,0,24.63350969582892,0
603589,口子窖,2013,0.479750134505191,-7.005900739,,0,23.14412406075182,0
603589,口子窖,2014,0.569367156996454,0,,0,25.24472671623573,0
603589,口子窖,2015,0.7363879663984445,0,,0,32.41597490391231,0
603589,口子窖,2016,0.8535401812312574,1.4773056891041705,,0,36.74071015809049,0
603589,口子窖,2017,0.8915716406356542,0,,0,42.032127401148415,0
603589,口子窖,2018,0.9455795534226294,0,,0,46.55046669996496,522.920611
603589,口子窖,2019,0.94587733965901,-1.231277746,,0,46.78142436406348,543.974797
603589,口子窖,2020,0.7856725957663754,-0.053435618,,0,40.35894175576856,1799.131234
603589,口子窖,2021,0.7859726258200377,-1.451419559,,0,40.652146970910096,2155.861412
603589,口子窖,2022,0.7583168209276987,-3.004163841,,0,40.40791179775231,2457.149582
603589,口子窖,2023,0.7214792089941524,-3.148563178,,0,38.99260616923888,3363.730258
603589,口子窖,2024,0.6842942750640739,-1.614912744,,0,36.91545770380996,3028.092269
